team1;team2;goals1;goals2;pen1;pen2;idx
Croatia;Serbia;2;0;ND;ND;58
England;Denmark;0;1;ND;ND;59
Japan;Portugal;3;2;ND;ND;60
Poland;Croatia;1;0;ND;ND;61
Denmark;Japan;0;2;ND;ND;62
Croatia;Denmark;1;0;ND;ND;63
Poland;Japan;0;3;ND;ND;64
Qatar;Ecuador;1;1;ND;ND;1
Senegal;Netherlands;0;0;ND;ND;2
Qatar;Senegal;3;3;ND;ND;3
Netherlands;Ecuador;1;1;ND;ND;4
Netherlands;Qatar;3;1;ND;ND;5
Ecuador;Senegal;1;1;ND;ND;6
England;Iran;4;1;ND;ND;7
United_States;Wales;2;2;ND;ND;8
England;United_States;0;1;ND;ND;9
Wales;Iran;1;0;ND;ND;10
Wales;England;0;0;ND;ND;11
Iran;United_States;1;1;ND;ND;12
Argentina;Saudi_Arabia;4;0;ND;ND;13
Mexico;Poland;0;1;ND;ND;14
Argentina;Mexico;2;0;ND;ND;15
Poland;Saudi_Arabia;2;0;ND;ND;16
Poland;Argentina;0;1;ND;ND;17
Saudi_Arabia;Mexico;1;1;ND;ND;18
France;Australia;3;0;ND;ND;19
Denmark;Tunisia;1;1;ND;ND;20
France;Denmark;2;1;ND;ND;21
Tunisia;Australia;0;2;ND;ND;22
Tunisia;France;0;2;ND;ND;23
Australia;Denmark;0;2;ND;ND;24
Spain;Costa_Rica;2;2;ND;ND;25
Germany;Japan;0;0;ND;ND;26
Spain;Germany;0;0;ND;ND;27
Japan;Costa_Rica;1;1;ND;ND;28
Japan;Spain;0;1;ND;ND;29
Costa_Rica;Germany;1;1;ND;ND;30
Belgium;Canada;3;1;ND;ND;31
Morocco;Croatia;0;2;ND;ND;32
Belgium;Morocco;1;0;ND;ND;33
Croatia;Canada;2;1;ND;ND;34
Croatia;Belgium;2;2;ND;ND;35
Canada;Morocco;0;2;ND;ND;36
Brazil;Serbia;3;0;ND;ND;37
Switzerland;Cameroon;0;1;ND;ND;38
Brazil;Switzerland;2;1;ND;ND;39
Cameroon;Serbia;1;2;ND;ND;40
Cameroon;Brazil;4;3;ND;ND;41
Serbia;Switzerland;1;1;ND;ND;42
Portugal;Ghana;2;0;ND;ND;43
Uruguay;South_Korea;2;1;ND;ND;44
Portugal;Uruguay;4;0;ND;ND;45
South_Korea;Ghana;2;0;ND;ND;46
South_Korea;Portugal;1;2;ND;ND;47
Ghana;Uruguay;3;3;ND;ND;48
Netherlands;Wales;0;0;3;4;49
Argentina;Denmark;3;2;ND;ND;50
Spain;Croatia;1;0;ND;ND;51
Brazil;Uruguay;4;0;ND;ND;52
Senegal;United_States;1;2;ND;ND;53
Poland;France;0;1;ND;ND;54
Costa_Rica;Belgium;1;2;ND;ND;55
Cameroon;Portugal;1;0;ND;ND;56
Wales;Argentina;2;1;ND;ND;57
Spain;Brazil;1;1;3;4;58
United_States;France;0;2;ND;ND;59
Belgium;Cameroon;3;1;ND;ND;60
Wales;Brazil;3;0;ND;ND;61
France;Belgium;2;0;ND;ND;62
Brazil;Belgium;1;2;ND;ND;63
Wales;France;2;1;ND;ND;64
Qatar;Ecuador;1;1;ND;ND;1
Senegal;Netherlands;0;3;ND;ND;2
Qatar;Senegal;2;2;ND;ND;3
Netherlands;Ecuador;2;0;ND;ND;4
Netherlands;Qatar;2;1;ND;ND;5
Ecuador;Senegal;4;1;ND;ND;6
England;Iran;1;0;ND;ND;7
United_States;Wales;1;1;ND;ND;8
England;United_States;1;1;ND;ND;9
Wales;Iran;1;1;ND;ND;10
Wales;England;0;0;ND;ND;11
Iran;United_States;2;1;ND;ND;12
Argentina;Saudi_Arabia;3;0;ND;ND;13
Mexico;Poland;0;1;ND;ND;14
Argentina;Mexico;1;1;ND;ND;15
Poland;Saudi_Arabia;2;0;ND;ND;16
Poland;Argentina;0;3;ND;ND;17
Saudi_Arabia;Mexico;3;1;ND;ND;18
France;Australia;0;2;ND;ND;19
Denmark;Tunisia;1;0;ND;ND;20
France;Denmark;2;0;ND;ND;21
Tunisia;Australia;2;1;ND;ND;22
Tunisia;France;1;3;ND;ND;23
Australia;Denmark;0;0;ND;ND;24
Spain;Costa_Rica;5;0;ND;ND;25
Germany;Japan;2;2;ND;ND;26
Spain;Germany;1;2;ND;ND;27
Japan;Costa_Rica;0;0;ND;ND;28
Japan;Spain;0;0;ND;ND;29
Costa_Rica;Germany;2;1;ND;ND;30
Belgium;Canada;3;2;ND;ND;31
Morocco;Croatia;0;2;ND;ND;32
Belgium;Morocco;1;0;ND;ND;33
Croatia;Canada;1;1;ND;ND;34
Croatia;Belgium;2;1;ND;ND;35
Canada;Morocco;4;1;ND;ND;36
Brazil;Serbia;1;3;ND;ND;37
Switzerland;Cameroon;3;0;ND;ND;38
Brazil;Switzerland;4;2;ND;ND;39
Cameroon;Serbia;0;3;ND;ND;40
Cameroon;Brazil;0;1;ND;ND;41
Serbia;Switzerland;2;0;ND;ND;42
Portugal;Ghana;4;0;ND;ND;43
Uruguay;South_Korea;1;2;ND;ND;44
Portugal;Uruguay;3;0;ND;ND;45
South_Korea;Ghana;4;1;ND;ND;46
South_Korea;Portugal;2;2;ND;ND;47
Ghana;Uruguay;0;2;ND;ND;48
Netherlands;Iran;1;1;4;5;49
Argentina;Australia;2;0;ND;ND;50
Spain;Belgium;2;0;ND;ND;51
Serbia;South_Korea;0;2;ND;ND;52
Ecuador;England;0;0;4;3;53
Poland;France;0;0;9;10;54
Germany;Croatia;1;1;2;3;55
Brazil;Portugal;3;0;ND;ND;56
Iran;Argentina;0;2;ND;ND;57
Spain;South_Korea;1;0;ND;ND;58
Ecuador;France;1;1;4;5;59
Croatia;Brazil;0;1;ND;ND;60
Argentina;Spain;1;0;ND;ND;61
France;Brazil;1;2;ND;ND;62
Spain;France;0;2;ND;ND;63
Argentina;Brazil;0;1;ND;ND;64
Qatar;Ecuador;1;0;ND;ND;1
Senegal;Netherlands;0;3;ND;ND;2
Qatar;Senegal;3;0;ND;ND;3
Netherlands;Ecuador;2;0;ND;ND;4
Netherlands;Qatar;1;0;ND;ND;5
Ecuador;Senegal;0;0;ND;ND;6
England;Iran;0;1;ND;ND;7
United_States;Wales;2;0;ND;ND;8
England;United_States;4;1;ND;ND;9
Wales;Iran;1;0;ND;ND;10
Wales;England;1;4;ND;ND;11
Iran;United_States;2;2;ND;ND;12
Argentina;Saudi_Arabia;1;1;ND;ND;13
Mexico;Poland;1;0;ND;ND;14
Argentina;Mexico;2;3;ND;ND;15
Poland;Saudi_Arabia;1;0;ND;ND;16
Poland;Argentina;0;3;ND;ND;17
Saudi_Arabia;Mexico;3;5;ND;ND;18
France;Australia;1;2;ND;ND;19
Denmark;Tunisia;1;0;ND;ND;20
France;Denmark;1;0;ND;ND;21
Tunisia;Australia;4;0;ND;ND;22
Tunisia;France;1;0;ND;ND;23
Australia;Denmark;1;1;ND;ND;24
Spain;Costa_Rica;3;1;ND;ND;25
Germany;Japan;0;1;ND;ND;26
Spain;Germany;1;0;ND;ND;27
Japan;Costa_Rica;3;1;ND;ND;28
Japan;Spain;1;3;ND;ND;29
Costa_Rica;Germany;0;1;ND;ND;30
Belgium;Canada;2;1;ND;ND;31
Morocco;Croatia;1;1;ND;ND;32
Belgium;Morocco;0;1;ND;ND;33
Croatia;Canada;1;0;ND;ND;34
Croatia;Belgium;0;0;ND;ND;35
Canada;Morocco;3;2;ND;ND;36
Brazil;Serbia;2;0;ND;ND;37
Switzerland;Cameroon;2;0;ND;ND;38
Brazil;Switzerland;2;1;ND;ND;39
Cameroon;Serbia;0;3;ND;ND;40
Cameroon;Brazil;0;1;ND;ND;41
Serbia;Switzerland;0;3;ND;ND;42
Portugal;Ghana;2;0;ND;ND;43
Uruguay;South_Korea;3;1;ND;ND;44
Portugal;Uruguay;1;1;ND;ND;45
South_Korea;Ghana;1;0;ND;ND;46
South_Korea;Portugal;0;3;ND;ND;47
Ghana;Uruguay;2;3;ND;ND;48
Netherlands;Iran;2;2;3;5;49
Mexico;Denmark;3;0;ND;ND;50
Spain;Morocco;2;1;ND;ND;51
Brazil;Uruguay;2;1;ND;ND;52
Qatar;England;2;1;ND;ND;53
Argentina;Tunisia;5;0;ND;ND;54
Japan;Croatia;1;1;5;4;55
Switzerland;Portugal;0;4;ND;ND;56
Iran;Mexico;0;2;ND;ND;57
Spain;Brazil;0;3;ND;ND;58
Qatar;Argentina;0;3;ND;ND;59
Japan;Portugal;1;1;5;4;60
Mexico;Brazil;0;1;ND;ND;61
Argentina;Japan;2;1;ND;ND;62
Mexico;Japan;1;1;3;4;63
Brazil;Argentina;1;0;ND;ND;64
Qatar;Ecuador;0;0;ND;ND;1
Senegal;Netherlands;1;2;ND;ND;2
Qatar;Senegal;3;1;ND;ND;3
Netherlands;Ecuador;0;1;ND;ND;4
Netherlands;Qatar;2;1;ND;ND;5
Ecuador;Senegal;1;2;ND;ND;6
England;Iran;1;0;ND;ND;7
United_States;Wales;2;3;ND;ND;8
England;United_States;1;0;ND;ND;9
Wales;Iran;1;0;ND;ND;10
Wales;England;2;2;ND;ND;11
Iran;United_States;2;2;ND;ND;12
Argentina;Saudi_Arabia;4;0;ND;ND;13
Mexico;Poland;3;0;ND;ND;14
Argentina;Mexico;0;0;ND;ND;15
Poland;Saudi_Arabia;1;1;ND;ND;16
Poland;Argentina;1;1;ND;ND;17
Saudi_Arabia;Mexico;3;4;ND;ND;18
France;Australia;2;1;ND;ND;19
Denmark;Tunisia;2;2;ND;ND;20
France;Denmark;2;0;ND;ND;21
Tunisia;Australia;1;0;ND;ND;22
Tunisia;France;1;2;ND;ND;23
Australia;Denmark;2;5;ND;ND;24
Spain;Costa_Rica;0;1;ND;ND;25
Germany;Japan;1;0;ND;ND;26
Spain;Germany;0;1;ND;ND;27
Japan;Costa_Rica;2;1;ND;ND;28
Japan;Spain;0;3;ND;ND;29
Costa_Rica;Germany;0;2;ND;ND;30
Belgium;Canada;1;1;ND;ND;31
Morocco;Croatia;0;2;ND;ND;32
Belgium;Morocco;3;1;ND;ND;33
Croatia;Canada;1;0;ND;ND;34
Croatia;Belgium;1;1;ND;ND;35
Canada;Morocco;1;1;ND;ND;36
Brazil;Serbia;0;3;ND;ND;37
Switzerland;Cameroon;2;2;ND;ND;38
Brazil;Switzerland;1;0;ND;ND;39
Cameroon;Serbia;1;2;ND;ND;40
Cameroon;Brazil;1;2;ND;ND;41
Serbia;Switzerland;0;2;ND;ND;42
Portugal;Ghana;5;1;ND;ND;43
Uruguay;South_Korea;3;1;ND;ND;44
Portugal;Uruguay;2;2;ND;ND;45
South_Korea;Ghana;2;3;ND;ND;46
South_Korea;Portugal;2;2;ND;ND;47
Ghana;Uruguay;0;1;ND;ND;48
Netherlands;England;1;2;ND;ND;49
Mexico;Denmark;4;0;ND;ND;50
Germany;Belgium;0;2;ND;ND;51
Serbia;Portugal;1;4;ND;ND;52
Qatar;Wales;0;2;ND;ND;53
Argentina;France;0;1;ND;ND;54
Spain;Croatia;0;0;5;4;55
Brazil;Uruguay;3;1;ND;ND;56
England;Mexico;2;0;ND;ND;57
Belgium;Portugal;1;2;ND;ND;58
Wales;France;1;2;ND;ND;59
Spain;Brazil;1;1;5;4;60
England;Portugal;0;1;ND;ND;61
France;Spain;2;0;ND;ND;62
England;Spain;1;1;4;5;63
Portugal;France;3;0;ND;ND;64
Qatar;Ecuador;0;2;ND;ND;1
Senegal;Netherlands;0;4;ND;ND;2
Qatar;Senegal;3;1;ND;ND;3
Netherlands;Ecuador;1;1;ND;ND;4
Netherlands;Qatar;0;1;ND;ND;5
Ecuador;Senegal;4;1;ND;ND;6
England;Iran;0;0;ND;ND;7
United_States;Wales;0;0;ND;ND;8
England;United_States;2;3;ND;ND;9
Wales;Iran;1;2;ND;ND;10
Wales;England;1;2;ND;ND;11
Iran;United_States;1;0;ND;ND;12
Argentina;Saudi_Arabia;2;0;ND;ND;13
Mexico;Poland;0;1;ND;ND;14
Argentina;Mexico;4;0;ND;ND;15
Poland;Saudi_Arabia;4;1;ND;ND;16
Poland;Argentina;0;0;ND;ND;17
Saudi_Arabia;Mexico;3;1;ND;ND;18
France;Australia;1;0;ND;ND;19
Denmark;Tunisia;3;0;ND;ND;20
France;Denmark;1;0;ND;ND;21
Tunisia;Australia;1;0;ND;ND;22
Tunisia;France;1;1;ND;ND;23
Australia;Denmark;0;3;ND;ND;24
Spain;Costa_Rica;2;1;ND;ND;25
Germany;Japan;0;1;ND;ND;26
Spain;Germany;3;1;ND;ND;27
Japan;Costa_Rica;1;1;ND;ND;28
Japan;Spain;0;1;ND;ND;29
Costa_Rica;Germany;1;1;ND;ND;30
Belgium;Canada;1;2;ND;ND;31
Morocco;Croatia;0;3;ND;ND;32
Belgium;Morocco;0;0;ND;ND;33
Croatia;Canada;1;1;ND;ND;34
Croatia;Belgium;0;2;ND;ND;35
Canada;Morocco;3;2;ND;ND;36
Brazil;Serbia;3;0;ND;ND;37
Switzerland;Cameroon;0;2;ND;ND;38
Brazil;Switzerland;1;1;ND;ND;39
Cameroon;Serbia;0;2;ND;ND;40
Cameroon;Brazil;0;2;ND;ND;41
Serbia;Switzerland;0;2;ND;ND;42
Portugal;Ghana;1;0;ND;ND;43
Uruguay;South_Korea;2;1;ND;ND;44
Portugal;Uruguay;1;0;ND;ND;45
South_Korea;Ghana;2;0;ND;ND;46
South_Korea;Portugal;1;0;ND;ND;47
Ghana;Uruguay;0;1;ND;ND;48
Ecuador;England;0;0;4;5;49
Argentina;Denmark;1;1;3;2;50
Spain;Croatia;5;2;ND;ND;51
Brazil;Uruguay;2;1;ND;ND;52
Qatar;Iran;1;2;ND;ND;53
Poland;France;1;1;4;5;54
Japan;Canada;2;1;ND;ND;55
Switzerland;South_Korea;2;1;ND;ND;56
England;Argentina;3;3;5;4;57
Spain;Brazil;1;0;ND;ND;58
Iran;France;2;1;ND;ND;59
Japan;Switzerland;1;0;ND;ND;60
England;Spain;1;3;ND;ND;61
Iran;Japan;1;0;ND;ND;62
England;Japan;2;0;ND;ND;63
Spain;Iran;0;0;5;6;64
Qatar;Ecuador;1;0;ND;ND;1
Senegal;Netherlands;0;3;ND;ND;2
Qatar;Senegal;3;1;ND;ND;3
Netherlands;Ecuador;0;0;ND;ND;4
Netherlands;Qatar;3;2;ND;ND;5
Ecuador;Senegal;2;2;ND;ND;6
England;Iran;1;1;ND;ND;7
United_States;Wales;0;3;ND;ND;8
England;United_States;0;1;ND;ND;9
Wales;Iran;0;1;ND;ND;10
Wales;England;0;0;ND;ND;11
Iran;United_States;0;3;ND;ND;12
Argentina;Saudi_Arabia;1;1;ND;ND;13
Mexico;Poland;0;1;ND;ND;14
Argentina;Mexico;2;0;ND;ND;15
Poland;Saudi_Arabia;2;0;ND;ND;16
Poland;Argentina;0;4;ND;ND;17
Saudi_Arabia;Mexico;1;1;ND;ND;18
France;Australia;2;1;ND;ND;19
Denmark;Tunisia;2;1;ND;ND;20
France;Denmark;0;1;ND;ND;21
Tunisia;Australia;0;1;ND;ND;22
Tunisia;France;0;0;ND;ND;23
Australia;Denmark;0;2;ND;ND;24
Spain;Costa_Rica;2;0;ND;ND;25
Germany;Japan;2;1;ND;ND;26
Spain;Germany;3;0;ND;ND;27
Japan;Costa_Rica;1;3;ND;ND;28
Japan;Spain;2;5;ND;ND;29
Costa_Rica;Germany;2;1;ND;ND;30
Belgium;Canada;4;0;ND;ND;31
Morocco;Croatia;2;3;ND;ND;32
Belgium;Morocco;2;0;ND;ND;33
Croatia;Canada;1;0;ND;ND;34
Croatia;Belgium;1;1;ND;ND;35
Canada;Morocco;0;1;ND;ND;36
Brazil;Serbia;3;1;ND;ND;37
Switzerland;Cameroon;4;0;ND;ND;38
Brazil;Switzerland;1;2;ND;ND;39
Cameroon;Serbia;0;2;ND;ND;40
Cameroon;Brazil;1;1;ND;ND;41
Serbia;Switzerland;0;0;ND;ND;42
Portugal;Ghana;2;0;ND;ND;43
Uruguay;South_Korea;0;0;ND;ND;44
Portugal;Uruguay;0;4;ND;ND;45
South_Korea;Ghana;2;0;ND;ND;46
South_Korea;Portugal;0;2;ND;ND;47
Ghana;Uruguay;2;1;ND;ND;48
Netherlands;Wales;1;1;3;4;49
Argentina;France;1;0;ND;ND;50
Spain;Croatia;1;1;6;5;51
Switzerland;Uruguay;1;1;4;5;52
Qatar;United_States;0;0;4;5;53
Poland;Denmark;2;2;3;4;54
Costa_Rica;Belgium;1;2;ND;ND;55
Brazil;Portugal;1;1;3;4;56
Wales;Argentina;0;3;ND;ND;57
Spain;Uruguay;3;0;ND;ND;58
United_States;Denmark;0;5;ND;ND;59
Belgium;Portugal;2;1;ND;ND;60
Argentina;Spain;3;1;ND;ND;61
Denmark;Belgium;1;2;ND;ND;62
Spain;Denmark;2;0;ND;ND;63
Argentina;Belgium;1;1;6;5;64
Qatar;Ecuador;2;2;ND;ND;1
Senegal;Netherlands;1;2;ND;ND;2
Qatar;Senegal;0;0;ND;ND;3
Netherlands;Ecuador;1;1;ND;ND;4
Netherlands;Qatar;1;0;ND;ND;5
Ecuador;Senegal;1;0;ND;ND;6
England;Iran;0;0;ND;ND;7
United_States;Wales;0;1;ND;ND;8
England;United_States;0;1;ND;ND;9
Wales;Iran;2;3;ND;ND;10
Wales;England;2;4;ND;ND;11
Iran;United_States;3;2;ND;ND;12
Argentina;Saudi_Arabia;2;2;ND;ND;13
Mexico;Poland;1;1;ND;ND;14
Argentina;Mexico;1;1;ND;ND;15
Poland;Saudi_Arabia;0;0;ND;ND;16
Poland;Argentina;1;1;ND;ND;17
Saudi_Arabia;Mexico;3;4;ND;ND;18
France;Australia;0;1;ND;ND;19
Denmark;Tunisia;1;0;ND;ND;20
France;Denmark;0;0;ND;ND;21
Tunisia;Australia;1;2;ND;ND;22
Tunisia;France;1;3;ND;ND;23
Australia;Denmark;0;2;ND;ND;24
Spain;Costa_Rica;3;0;ND;ND;25
Germany;Japan;2;0;ND;ND;26
Spain;Germany;1;1;ND;ND;27
Japan;Costa_Rica;4;0;ND;ND;28
Japan;Spain;0;1;ND;ND;29
Costa_Rica;Germany;2;5;ND;ND;30
Belgium;Canada;1;1;ND;ND;31
Morocco;Croatia;1;2;ND;ND;32
Belgium;Morocco;0;1;ND;ND;33
Croatia;Canada;0;0;ND;ND;34
Croatia;Belgium;1;1;ND;ND;35
Canada;Morocco;2;1;ND;ND;36
Brazil;Serbia;2;0;ND;ND;37
Switzerland;Cameroon;1;0;ND;ND;38
Brazil;Switzerland;2;2;ND;ND;39
Cameroon;Serbia;1;0;ND;ND;40
Cameroon;Brazil;1;2;ND;ND;41
Serbia;Switzerland;1;0;ND;ND;42
Portugal;Ghana;1;0;ND;ND;43
Uruguay;South_Korea;1;0;ND;ND;44
Portugal;Uruguay;2;0;ND;ND;45
South_Korea;Ghana;2;2;ND;ND;46
South_Korea;Portugal;0;3;ND;ND;47
Ghana;Uruguay;1;0;ND;ND;48
Netherlands;England;1;0;ND;ND;49
Mexico;Australia;0;3;ND;ND;50
Germany;Canada;1;1;3;1;51
Brazil;Ghana;4;0;ND;ND;52
Ecuador;Iran;1;3;ND;ND;53
Argentina;Denmark;0;0;4;5;54
Spain;Croatia;0;0;3;4;55
Switzerland;Portugal;1;2;ND;ND;56
Netherlands;Australia;1;0;ND;ND;57
Germany;Brazil;3;0;ND;ND;58
Iran;Denmark;2;2;5;4;59
Croatia;Portugal;3;1;ND;ND;60
Netherlands;Germany;1;2;ND;ND;61
Iran;Croatia;1;3;ND;ND;62
Netherlands;Iran;0;1;ND;ND;63
Germany;Croatia;0;1;ND;ND;64
Qatar;Ecuador;0;0;ND;ND;1
Senegal;Netherlands;1;3;ND;ND;2
Qatar;Senegal;2;1;ND;ND;3
Netherlands;Ecuador;2;2;ND;ND;4
Netherlands;Qatar;0;0;ND;ND;5
Ecuador;Senegal;1;2;ND;ND;6
England;Iran;4;2;ND;ND;7
United_States;Wales;3;0;ND;ND;8
England;United_States;3;0;ND;ND;9
Wales;Iran;1;0;ND;ND;10
Wales;England;2;4;ND;ND;11
Iran;United_States;1;3;ND;ND;12
Argentina;Saudi_Arabia;3;0;ND;ND;13
Mexico;Poland;1;0;ND;ND;14
Argentina;Mexico;3;1;ND;ND;15
Poland;Saudi_Arabia;2;1;ND;ND;16
Poland;Argentina;0;2;ND;ND;17
Saudi_Arabia;Mexico;3;1;ND;ND;18
France;Australia;1;0;ND;ND;19
Denmark;Tunisia;0;0;ND;ND;20
France;Denmark;0;0;ND;ND;21
Tunisia;Australia;0;1;ND;ND;22
Tunisia;France;1;1;ND;ND;23
Australia;Denmark;0;2;ND;ND;24
Spain;Costa_Rica;2;0;ND;ND;25
Germany;Japan;3;0;ND;ND;26
Spain;Germany;0;1;ND;ND;27
Japan;Costa_Rica;0;1;ND;ND;28
Japan;Spain;0;4;ND;ND;29
Costa_Rica;Germany;2;3;ND;ND;30
Belgium;Canada;4;1;ND;ND;31
Morocco;Croatia;3;1;ND;ND;32
Belgium;Morocco;1;1;ND;ND;33
Croatia;Canada;2;1;ND;ND;34
Croatia;Belgium;0;1;ND;ND;35
Canada;Morocco;1;3;ND;ND;36
Brazil;Serbia;1;0;ND;ND;37
Switzerland;Cameroon;3;0;ND;ND;38
Brazil;Switzerland;2;0;ND;ND;39
Cameroon;Serbia;1;2;ND;ND;40
Cameroon;Brazil;0;1;ND;ND;41
Serbia;Switzerland;0;0;ND;ND;42
Portugal;Ghana;0;2;ND;ND;43
Uruguay;South_Korea;4;0;ND;ND;44
Portugal;Uruguay;1;0;ND;ND;45
South_Korea;Ghana;0;0;ND;ND;46
South_Korea;Portugal;0;3;ND;ND;47
Ghana;Uruguay;1;2;ND;ND;48
Netherlands;United_States;3;1;ND;ND;49
Argentina;France;4;1;ND;ND;50
Germany;Belgium;0;0;4;5;51
Brazil;Portugal;2;0;ND;ND;52
Qatar;England;1;1;3;4;53
Saudi_Arabia;Denmark;0;4;ND;ND;54
Spain;Morocco;0;1;ND;ND;55
Switzerland;Uruguay;0;0;2;4;56
Netherlands;Argentina;0;1;ND;ND;57
Belgium;Brazil;1;0;ND;ND;58
England;Denmark;2;1;ND;ND;59
Morocco;Uruguay;1;2;ND;ND;60
Argentina;Belgium;3;1;ND;ND;61
England;Uruguay;1;1;5;6;62
Belgium;England;4;0;ND;ND;63
Argentina;Uruguay;3;2;ND;ND;64
Qatar;Ecuador;1;0;ND;ND;1
Senegal;Netherlands;1;0;ND;ND;2
Qatar;Senegal;2;0;ND;ND;3
Netherlands;Ecuador;1;2;ND;ND;4
Netherlands;Qatar;2;0;ND;ND;5
Ecuador;Senegal;2;2;ND;ND;6
England;Iran;1;0;ND;ND;7
United_States;Wales;0;1;ND;ND;8
England;United_States;0;2;ND;ND;9
Wales;Iran;2;0;ND;ND;10
Wales;England;0;0;ND;ND;11
Iran;United_States;2;1;ND;ND;12
Argentina;Saudi_Arabia;2;0;ND;ND;13
Mexico;Poland;2;1;ND;ND;14
Argentina;Mexico;2;1;ND;ND;15
Poland;Saudi_Arabia;1;0;ND;ND;16
Poland;Argentina;1;1;ND;ND;17
Saudi_Arabia;Mexico;1;1;ND;ND;18
France;Australia;0;1;ND;ND;19
Denmark;Tunisia;2;1;ND;ND;20
France;Denmark;1;1;ND;ND;21
Tunisia;Australia;2;0;ND;ND;22
Tunisia;France;1;0;ND;ND;23
Australia;Denmark;0;0;ND;ND;24
Spain;Costa_Rica;2;1;ND;ND;25
Germany;Japan;3;1;ND;ND;26
Spain;Germany;2;1;ND;ND;27
Japan;Costa_Rica;1;2;ND;ND;28
Japan;Spain;0;4;ND;ND;29
Costa_Rica;Germany;0;3;ND;ND;30
Belgium;Canada;4;0;ND;ND;31
Morocco;Croatia;2;1;ND;ND;32
Belgium;Morocco;1;0;ND;ND;33
Croatia;Canada;2;2;ND;ND;34
Croatia;Belgium;2;0;ND;ND;35
Canada;Morocco;0;3;ND;ND;36
Brazil;Serbia;2;0;ND;ND;37
Switzerland;Cameroon;1;0;ND;ND;38
Brazil;Switzerland;3;1;ND;ND;39
Cameroon;Serbia;0;2;ND;ND;40
Cameroon;Brazil;0;2;ND;ND;41
Serbia;Switzerland;1;1;ND;ND;42
Portugal;Ghana;3;0;ND;ND;43
Uruguay;South_Korea;2;1;ND;ND;44
Portugal;Uruguay;3;1;ND;ND;45
South_Korea;Ghana;1;1;ND;ND;46
South_Korea;Portugal;0;0;ND;ND;47
Ghana;Uruguay;1;2;ND;ND;48
Qatar;England;0;2;ND;ND;49
Argentina;Denmark;1;1;3;4;50
Spain;Morocco;3;1;ND;ND;51
Brazil;Uruguay;2;1;ND;ND;52
Ecuador;Wales;1;2;ND;ND;53
Mexico;Tunisia;1;2;ND;ND;54
Germany;Belgium;0;1;ND;ND;55
Serbia;Portugal;0;1;ND;ND;56
England;Denmark;3;2;ND;ND;57
Spain;Brazil;0;1;ND;ND;58
Wales;Tunisia;4;2;ND;ND;59
Belgium;Portugal;2;0;ND;ND;60
England;Brazil;0;5;ND;ND;61
Wales;Belgium;1;0;ND;ND;62
England;Belgium;0;1;ND;ND;63
Brazil;Wales;3;1;ND;ND;64
Qatar;Ecuador;3;2;ND;ND;1
Senegal;Netherlands;2;3;ND;ND;2
Qatar;Senegal;2;3;ND;ND;3
Netherlands;Ecuador;3;1;ND;ND;4
Netherlands;Qatar;2;1;ND;ND;5
Ecuador;Senegal;0;0;ND;ND;6
England;Iran;3;0;ND;ND;7
United_States;Wales;2;0;ND;ND;8
England;United_States;1;0;ND;ND;9
Wales;Iran;1;0;ND;ND;10
Wales;England;1;2;ND;ND;11
Iran;United_States;1;3;ND;ND;12
Argentina;Saudi_Arabia;3;0;ND;ND;13
Mexico;Poland;4;0;ND;ND;14
Argentina;Mexico;2;1;ND;ND;15
Poland;Saudi_Arabia;1;0;ND;ND;16
Poland;Argentina;0;4;ND;ND;17
Saudi_Arabia;Mexico;2;1;ND;ND;18
France;Australia;2;1;ND;ND;19
Denmark;Tunisia;5;0;ND;ND;20
France;Denmark;0;1;ND;ND;21
Tunisia;Australia;1;1;ND;ND;22
Tunisia;France;1;1;ND;ND;23
Australia;Denmark;1;1;ND;ND;24
Spain;Costa_Rica;1;0;ND;ND;25
Germany;Japan;1;1;ND;ND;26
Spain;Germany;0;2;ND;ND;27
Japan;Costa_Rica;0;2;ND;ND;28
Japan;Spain;0;4;ND;ND;29
Costa_Rica;Germany;0;2;ND;ND;30
Belgium;Canada;1;0;ND;ND;31
Morocco;Croatia;1;3;ND;ND;32
Belgium;Morocco;2;1;ND;ND;33
Croatia;Canada;3;2;ND;ND;34
Croatia;Belgium;0;3;ND;ND;35
Canada;Morocco;3;0;ND;ND;36
Brazil;Serbia;1;0;ND;ND;37
Switzerland;Cameroon;3;2;ND;ND;38
Brazil;Switzerland;2;0;ND;ND;39
Cameroon;Serbia;1;1;ND;ND;40
Cameroon;Brazil;0;1;ND;ND;41
Serbia;Switzerland;3;1;ND;ND;42
Portugal;Ghana;1;0;ND;ND;43
Uruguay;South_Korea;1;3;ND;ND;44
Portugal;Uruguay;0;0;ND;ND;45
South_Korea;Ghana;0;0;ND;ND;46
South_Korea;Portugal;1;0;ND;ND;47
Ghana;Uruguay;0;1;ND;ND;48
Netherlands;United_States;3;0;ND;ND;49
Argentina;France;1;1;3;4;50
Germany;Croatia;0;0;4;5;51
Brazil;Portugal;2;0;ND;ND;52
Senegal;England;0;1;ND;ND;53
Mexico;Denmark;0;1;ND;ND;54
Spain;Belgium;1;1;7;6;55
Serbia;South_Korea;0;0;3;4;56
Netherlands;France;2;0;ND;ND;57
Croatia;Brazil;2;2;5;4;58
England;Denmark;2;3;ND;ND;59
Spain;South_Korea;1;0;ND;ND;60
Netherlands;Croatia;1;2;ND;ND;61
Denmark;Spain;3;0;ND;ND;62
